blocking_condition_id,decision_readiness_id,decision_scorecard_id,decision_package_id,condition_type,condition_category,condition_description,severity,blocking_flag,source_phase,source_record_id,responsible_role,required_resolution,resolution_evidence_required,current_status,transition_enabled_after_resolution
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509-CF-financial_input_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,financial_input_condition,Conditional,Derived from missing_financial_input_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509-CF-financial_input_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509-CF-stakeholder_validation_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,stakeholder_validation_condition,Conditional,Derived from stakeholder_validation_required = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509-CF-stakeholder_validation_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509-CF-scenario_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,scenario_completeness_condition,Conditional,Derived from scenario_readiness = 0.0,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509-CF-scenario_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509-CF-evidence_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,evidence_completeness_condition,Conditional,Derived from evidence_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509-CF-evidence_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509-CF-lineage_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,lineage_completeness_condition,Conditional,Derived from lineage_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509-CF-lineage_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509-CF-blocking_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,blocking_condition,Blocking,Derived from governance_burden_status = Monitoring Only,High,True,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509-CF-blocking_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618-CF-financial_input_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,financial_input_condition,Conditional,Derived from missing_financial_input_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618-CF-financial_input_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618-CF-stakeholder_validation_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,stakeholder_validation_condition,Conditional,Derived from stakeholder_validation_required = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618-CF-stakeholder_validation_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618-CF-scenario_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,scenario_completeness_condition,Conditional,Derived from scenario_readiness = 0.0,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618-CF-scenario_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618-CF-evidence_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,evidence_completeness_condition,Conditional,Derived from evidence_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618-CF-evidence_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618-CF-lineage_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,lineage_completeness_condition,Conditional,Derived from lineage_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618-CF-lineage_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618-CF-blocking_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,blocking_condition,Blocking,Derived from governance_burden_status = Monitoring Only,High,True,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618-CF-blocking_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623-CF-financial_input_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,financial_input_condition,Conditional,Derived from missing_financial_input_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623-CF-financial_input_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623-CF-stakeholder_validation_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,stakeholder_validation_condition,Conditional,Derived from stakeholder_validation_required = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623-CF-stakeholder_validation_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623-CF-scenario_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,scenario_completeness_condition,Conditional,Derived from scenario_readiness = 0.0,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623-CF-scenario_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623-CF-evidence_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,evidence_completeness_condition,Conditional,Derived from evidence_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623-CF-evidence_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623-CF-lineage_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,lineage_completeness_condition,Conditional,Derived from lineage_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623-CF-lineage_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623-CF-blocking_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,blocking_condition,Blocking,Derived from governance_burden_status = Monitoring Only,High,True,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623-CF-blocking_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629-CF-financial_input_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,financial_input_condition,Conditional,Derived from missing_financial_input_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629-CF-financial_input_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629-CF-stakeholder_validation_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,stakeholder_validation_condition,Conditional,Derived from stakeholder_validation_required = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629-CF-stakeholder_validation_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629-CF-scenario_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,scenario_completeness_condition,Conditional,Derived from scenario_readiness = 0.0,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629-CF-scenario_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629-CF-evidence_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,evidence_completeness_condition,Conditional,Derived from evidence_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629-CF-evidence_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629-CF-lineage_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,lineage_completeness_condition,Conditional,Derived from lineage_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629-CF-lineage_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629-CF-blocking_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,blocking_condition,Blocking,Derived from governance_burden_status = Monitoring Only,High,True,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629-CF-blocking_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703-CF-financial_input_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,financial_input_condition,Conditional,Derived from missing_financial_input_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703-CF-financial_input_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703-CF-stakeholder_validation_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,stakeholder_validation_condition,Conditional,Derived from stakeholder_validation_required = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703-CF-stakeholder_validation_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703-CF-scenario_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,scenario_completeness_condition,Conditional,Derived from scenario_readiness = 0.0,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703-CF-scenario_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703-CF-evidence_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,evidence_completeness_condition,Conditional,Derived from evidence_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703-CF-evidence_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703-CF-lineage_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,lineage_completeness_condition,Conditional,Derived from lineage_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703-CF-lineage_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703-CF-blocking_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,blocking_condition,Blocking,Derived from governance_burden_status = Monitoring Only,High,True,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703-CF-blocking_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709-CF-financial_input_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,financial_input_condition,Conditional,Derived from missing_financial_input_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709-CF-financial_input_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709-CF-stakeholder_validation_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,stakeholder_validation_condition,Conditional,Derived from stakeholder_validation_required = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709-CF-stakeholder_validation_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709-CF-scenario_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,scenario_completeness_condition,Conditional,Derived from scenario_readiness = 0.0,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709-CF-scenario_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709-CF-evidence_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,evidence_completeness_condition,Conditional,Derived from evidence_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709-CF-evidence_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709-CF-lineage_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,lineage_completeness_condition,Conditional,Derived from lineage_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709-CF-lineage_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709-CF-blocking_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,blocking_condition,Blocking,Derived from governance_burden_status = Monitoring Only,High,True,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709-CF-blocking_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719-CF-financial_input_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,financial_input_condition,Conditional,Derived from missing_financial_input_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719-CF-financial_input_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719-CF-stakeholder_validation_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,stakeholder_validation_condition,Conditional,Derived from stakeholder_validation_required = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719-CF-stakeholder_validation_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719-CF-scenario_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,scenario_completeness_condition,Conditional,Derived from scenario_readiness = 0.0,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719-CF-scenario_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719-CF-evidence_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,evidence_completeness_condition,Conditional,Derived from evidence_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719-CF-evidence_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719-CF-lineage_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,lineage_completeness_condition,Conditional,Derived from lineage_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719-CF-lineage_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719-CF-blocking_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,blocking_condition,Blocking,Derived from governance_burden_status = Monitoring Only,High,True,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719-CF-blocking_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809-CF-financial_input_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809,financial_input_condition,Conditional,Derived from missing_financial_input_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809-CF-financial_input_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809-CF-stakeholder_validation_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809,stakeholder_validation_condition,Conditional,Derived from stakeholder_validation_required = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809-CF-stakeholder_validation_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809-CF-scenario_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809,scenario_completeness_condition,Conditional,Derived from scenario_readiness = 0.0,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809-CF-scenario_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809-CF-evidence_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809,evidence_completeness_condition,Conditional,Derived from evidence_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809-CF-evidence_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
