decision_action_routing_id,decision_package_id,action_id,action_name,action_eligibility_status,action_reason,prerequisite_count,blocking_condition_count,audit_required,management_selection_required,readiness_status,blocking_gate_affected
DAR-67B60B0A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,A008,Request Additional Scenario,Not Applicable,No eligibility rule defined for Request Additional Scenario under Ready with Conditions,0,0,True,True,Ready with Conditions,
DAR-67B60B0A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,A009,Request Stakeholder Review,Allowed,Governed eligibility for Ready with Conditions,0,1,True,True,Ready with Conditions,
DAR-67B60B0A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,A010,Proceed to Limited-Trial Consideration,Allowed with Conditions,Governed eligibility for Ready with Conditions,1,1,True,True,Ready with Conditions,Any Mandatory Gate Failed
DAR-67B60B0A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,A011,Continue Monitoring,Allowed,Governed eligibility for Ready with Conditions,0,1,True,True,Ready with Conditions,
DAR-67B60B0A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,A012,Escalate for Immediate Management Attention,Not Applicable,No eligibility rule defined for Escalate for Immediate Management Attention under Ready with Conditions,0,0,True,True,Ready with Conditions,
DAR-67B60B0A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,A013,Defer Decision,Allowed,Governed eligibility for Ready with Conditions,0,1,True,True,Ready with Conditions,
DAR-67B60B0A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,A014,Reject Decision Use,Not Applicable,No eligibility rule defined for Reject Decision Use under Ready with Conditions,0,0,True,True,Ready with Conditions,
DAR-67B60B0A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,A015,Request Evidence Completion,Not Applicable,No eligibility rule defined for Request Evidence Completion under Ready with Conditions,0,0,True,True,Ready with Conditions,
DAR-67B60B0A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,A016,Request Lineage Completion,Not Applicable,No eligibility rule defined for Request Lineage Completion under Ready with Conditions,0,0,True,True,Ready with Conditions,
DAR-67B60B0A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,A017,Route to Non-Quantitative Review,Not Applicable,No eligibility rule defined for Route to Non-Quantitative Review under Ready with Conditions,0,0,True,True,Ready with Conditions,
DAR-67B60B0A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,A018,No Action - Monitoring Continues,Not Applicable,No eligibility rule defined for No Action - Monitoring Continues under Ready with Conditions,0,0,True,True,Ready with Conditions,
DAR-486153C0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,A001,Review Integrated Decision Package,Allowed,Governed eligibility for Ready with Conditions,0,1,True,True,Ready with Conditions,
DAR-486153C0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,A002,Compare Scenario Options,Allowed,Governed eligibility for Ready with Conditions,0,1,True,True,Ready with Conditions,
DAR-486153C0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,A003,Validate Assumptions,Allowed,Governed eligibility for Ready with Conditions,0,1,True,True,Ready with Conditions,
DAR-486153C0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,A004,Validate Baseline,Allowed,Governed eligibility for Ready with Conditions,0,1,True,True,Ready with Conditions,
DAR-486153C0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,A005,Validate Financial Inputs,Allowed,Governed eligibility for Ready with Conditions,0,1,True,True,Ready with Conditions,
DAR-486153C0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,A006,Validate Benefit Assumptions,Allowed,Governed eligibility for Ready with Conditions,0,1,True,True,Ready with Conditions,
DAR-486153C0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,A007,Provide Budget Information,Allowed,Governed eligibility for Ready with Conditions,0,1,True,True,Ready with Conditions,
DAR-486153C0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,A008,Request Additional Scenario,Not Applicable,No eligibility rule defined for Request Additional Scenario under Ready with Conditions,0,0,True,True,Ready with Conditions,
DAR-486153C0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,A009,Request Stakeholder Review,Allowed,Governed eligibility for Ready with Conditions,0,1,True,True,Ready with Conditions,
DAR-486153C0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,A010,Proceed to Limited-Trial Consideration,Allowed with Conditions,Governed eligibility for Ready with Conditions,1,1,True,True,Ready with Conditions,Any Mandatory Gate Failed
DAR-486153C0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,A011,Continue Monitoring,Allowed,Governed eligibility for Ready with Conditions,0,1,True,True,Ready with Conditions,
DAR-486153C0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,A012,Escalate for Immediate Management Attention,Not Applicable,No eligibility rule defined for Escalate for Immediate Management Attention under Ready with Conditions,0,0,True,True,Ready with Conditions,
DAR-486153C0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,A013,Defer Decision,Allowed,Governed eligibility for Ready with Conditions,0,1,True,True,Ready with Conditions,
DAR-486153C0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,A014,Reject Decision Use,Not Applicable,No eligibility rule defined for Reject Decision Use under Ready with Conditions,0,0,True,True,Ready with Conditions,
DAR-486153C0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,A015,Request Evidence Completion,Not Applicable,No eligibility rule defined for Request Evidence Completion under Ready with Conditions,0,0,True,True,Ready with Conditions,
DAR-486153C0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,A016,Request Lineage Completion,Not Applicable,No eligibility rule defined for Request Lineage Completion under Ready with Conditions,0,0,True,True,Ready with Conditions,
DAR-486153C0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,A017,Route to Non-Quantitative Review,Not Applicable,No eligibility rule defined for Route to Non-Quantitative Review under Ready with Conditions,0,0,True,True,Ready with Conditions,
DAR-486153C0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,A018,No Action - Monitoring Continues,Not Applicable,No eligibility rule defined for No Action - Monitoring Continues under Ready with Conditions,0,0,True,True,Ready with Conditions,
DAR-B041DB80,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,A001,Review Integrated Decision Package,Blocked,Governed eligibility for Requires Lineage Completion,1,1,True,True,Requires Lineage Completion,Lineage Gate
DAR-B041DB80,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,A002,Compare Scenario Options,Not Applicable,No eligibility rule defined for Compare Scenario Options under Requires Lineage Completion,0,0,True,True,Requires Lineage Completion,
DAR-B041DB80,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,A003,Validate Assumptions,Not Applicable,No eligibility rule defined for Validate Assumptions under Requires Lineage Completion,0,0,True,True,Requires Lineage Completion,
DAR-B041DB80,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,A004,Validate Baseline,Not Applicable,No eligibility rule defined for Validate Baseline under Requires Lineage Completion,0,0,True,True,Requires Lineage Completion,
DAR-B041DB80,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,A005,Validate Financial Inputs,Not Applicable,No eligibility rule defined for Validate Financial Inputs under Requires Lineage Completion,0,0,True,True,Requires Lineage Completion,
DAR-B041DB80,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,A006,Validate Benefit Assumptions,Not Applicable,No eligibility rule defined for Validate Benefit Assumptions under Requires Lineage Completion,0,0,True,True,Requires Lineage Completion,
DAR-B041DB80,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,A007,Provide Budget Information,Not Applicable,No eligibility rule defined for Provide Budget Information under Requires Lineage Completion,0,0,True,True,Requires Lineage Completion,
DAR-B041DB80,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,A008,Request Additional Scenario,Not Applicable,No eligibility rule defined for Request Additional Scenario under Requires Lineage Completion,0,0,True,True,Requires Lineage Completion,
DAR-B041DB80,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,A009,Request Stakeholder Review,Not Applicable,No eligibility rule defined for Request Stakeholder Review under Requires Lineage Completion,0,0,True,True,Requires Lineage Completion,
DAR-B041DB80,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,A010,Proceed to Limited-Trial Consideration,Not Applicable,No eligibility rule defined for Proceed to Limited-Trial Consideration under Requires Lineage Completion,0,0,True,True,Requires Lineage Completion,
DAR-B041DB80,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,A011,Continue Monitoring,Not Applicable,No eligibility rule defined for Continue Monitoring under Requires Lineage Completion,0,0,True,True,Requires Lineage Completion,
DAR-B041DB80,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,A012,Escalate for Immediate Management Attention,Not Applicable,No eligibility rule defined for Escalate for Immediate Management Attention under Requires Lineage Completion,0,0,True,True,Requires Lineage Completion,
DAR-B041DB80,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,A013,Defer Decision,Allowed,Governed eligibility for Requires Lineage Completion,0,1,True,True,Requires Lineage Completion,
DAR-B041DB80,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,A014,Reject Decision Use,Not Applicable,No eligibility rule defined for Reject Decision Use under Requires Lineage Completion,0,0,True,True,Requires Lineage Completion,
DAR-B041DB80,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,A015,Request Evidence Completion,Allowed,Governed eligibility for Requires Lineage Completion,0,1,True,True,Requires Lineage Completion,
DAR-B041DB80,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,A016,Request Lineage Completion,Allowed,Governed eligibility for Requires Lineage Completion,0,1,True,True,Requires Lineage Completion,
DAR-B041DB80,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,A017,Route to Non-Quantitative Review,Not Applicable,No eligibility rule defined for Route to Non-Quantitative Review under Requires Lineage Completion,0,0,True,True,Requires Lineage Completion,
DAR-B041DB80,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,A018,No Action - Monitoring Continues,Not Applicable,No eligibility rule defined for No Action - Monitoring Continues under Requires Lineage Completion,0,0,True,True,Requires Lineage Completion,
DAR-8A48496A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,A001,Review Integrated Decision Package,Not Applicable,No eligibility rule defined for Review Integrated Decision Package under Requires Stakeholder Validation,0,0,True,True,Requires Stakeholder Validation,
DAR-8A48496A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,A002,Compare Scenario Options,Not Applicable,No eligibility rule defined for Compare Scenario Options under Requires Stakeholder Validation,0,0,True,True,Requires Stakeholder Validation,
DAR-8A48496A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,A003,Validate Assumptions,Allowed,Governed eligibility for Requires Stakeholder Validation,0,1,True,True,Requires Stakeholder Validation,
DAR-8A48496A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,A004,Validate Baseline,Not Applicable,No eligibility rule defined for Validate Baseline under Requires Stakeholder Validation,0,0,True,True,Requires Stakeholder Validation,
DAR-8A48496A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,A005,Validate Financial Inputs,Allowed,Governed eligibility for Requires Stakeholder Validation,0,1,True,True,Requires Stakeholder Validation,
DAR-8A48496A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,A006,Validate Benefit Assumptions,Not Applicable,No eligibility rule defined for Validate Benefit Assumptions under Requires Stakeholder Validation,0,0,True,True,Requires Stakeholder Validation,
DAR-8A48496A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,A007,Provide Budget Information,Not Applicable,No eligibility rule defined for Provide Budget Information under Requires Stakeholder Validation,0,0,True,True,Requires Stakeholder Validation,
DAR-8A48496A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,A008,Request Additional Scenario,Not Applicable,No eligibility rule defined for Request Additional Scenario under Requires Stakeholder Validation,0,0,True,True,Requires Stakeholder Validation,
DAR-8A48496A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,A009,Request Stakeholder Review,Allowed,Governed eligibility for Requires Stakeholder Validation,0,1,True,True,Requires Stakeholder Validation,
DAR-8A48496A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,A010,Proceed to Limited-Trial Consideration,Blocked,Governed eligibility for Requires Stakeholder Validation,1,1,True,True,Requires Stakeholder Validation,Stakeholder Gate
DAR-8A48496A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,A011,Continue Monitoring,Allowed,Governed eligibility for Requires Stakeholder Validation,0,1,True,True,Requires Stakeholder Validation,
DAR-8A48496A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,A012,Escalate for Immediate Management Attention,Not Applicable,No eligibility rule defined for Escalate for Immediate Management Attention under Requires Stakeholder Validation,0,0,True,True,Requires Stakeholder Validation,
DAR-8A48496A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,A013,Defer Decision,Allowed,Governed eligibility for Requires Stakeholder Validation,0,1,True,True,Requires Stakeholder Validation,
DAR-8A48496A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,A014,Reject Decision Use,Not Applicable,No eligibility rule defined for Reject Decision Use under Requires Stakeholder Validation,0,0,True,True,Requires Stakeholder Validation,
DAR-8A48496A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,A015,Request Evidence Completion,Not Applicable,No eligibility rule defined for Request Evidence Completion under Requires Stakeholder Validation,0,0,True,True,Requires Stakeholder Validation,
DAR-8A48496A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,A016,Request Lineage Completion,Not Applicable,No eligibility rule defined for Request Lineage Completion under Requires Stakeholder Validation,0,0,True,True,Requires Stakeholder Validation,
DAR-8A48496A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,A017,Route to Non-Quantitative Review,Not Applicable,No eligibility rule defined for Route to Non-Quantitative Review under Requires Stakeholder Validation,0,0,True,True,Requires Stakeholder Validation,
DAR-8A48496A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,A018,No Action - Monitoring Continues,Not Applicable,No eligibility rule defined for No Action - Monitoring Continues under Requires Stakeholder Validation,0,0,True,True,Requires Stakeholder Validation,
DAR-11B3A8FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,A001,Review Integrated Decision Package,Allowed,Governed eligibility for Ready with Conditions,0,1,True,True,Ready with Conditions,
DAR-11B3A8FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,A002,Compare Scenario Options,Allowed,Governed eligibility for Ready with Conditions,0,1,True,True,Ready with Conditions,
DAR-11B3A8FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,A003,Validate Assumptions,Allowed,Governed eligibility for Ready with Conditions,0,1,True,True,Ready with Conditions,
DAR-11B3A8FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,A004,Validate Baseline,Allowed,Governed eligibility for Ready with Conditions,0,1,True,True,Ready with Conditions,
DAR-11B3A8FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,A005,Validate Financial Inputs,Allowed,Governed eligibility for Ready with Conditions,0,1,True,True,Ready with Conditions,
DAR-11B3A8FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,A006,Validate Benefit Assumptions,Allowed,Governed eligibility for Ready with Conditions,0,1,True,True,Ready with Conditions,
DAR-11B3A8FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,A007,Provide Budget Information,Allowed,Governed eligibility for Ready with Conditions,0,1,True,True,Ready with Conditions,
DAR-11B3A8FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,A008,Request Additional Scenario,Not Applicable,No eligibility rule defined for Request Additional Scenario under Ready with Conditions,0,0,True,True,Ready with Conditions,
DAR-11B3A8FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,A009,Request Stakeholder Review,Allowed,Governed eligibility for Ready with Conditions,0,1,True,True,Ready with Conditions,
DAR-11B3A8FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,A010,Proceed to Limited-Trial Consideration,Allowed with Conditions,Governed eligibility for Ready with Conditions,1,1,True,True,Ready with Conditions,Any Mandatory Gate Failed
DAR-11B3A8FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,A011,Continue Monitoring,Allowed,Governed eligibility for Ready with Conditions,0,1,True,True,Ready with Conditions,
DAR-11B3A8FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,A012,Escalate for Immediate Management Attention,Not Applicable,No eligibility rule defined for Escalate for Immediate Management Attention under Ready with Conditions,0,0,True,True,Ready with Conditions,
DAR-11B3A8FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,A013,Defer Decision,Allowed,Governed eligibility for Ready with Conditions,0,1,True,True,Ready with Conditions,
DAR-11B3A8FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,A014,Reject Decision Use,Not Applicable,No eligibility rule defined for Reject Decision Use under Ready with Conditions,0,0,True,True,Ready with Conditions,
DAR-11B3A8FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,A015,Request Evidence Completion,Not Applicable,No eligibility rule defined for Request Evidence Completion under Ready with Conditions,0,0,True,True,Ready with Conditions,
DAR-11B3A8FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,A016,Request Lineage Completion,Not Applicable,No eligibility rule defined for Request Lineage Completion under Ready with Conditions,0,0,True,True,Ready with Conditions,
DAR-11B3A8FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,A017,Route to Non-Quantitative Review,Not Applicable,No eligibility rule defined for Route to Non-Quantitative Review under Ready with Conditions,0,0,True,True,Ready with Conditions,
DAR-11B3A8FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,A018,No Action - Monitoring Continues,Not Applicable,No eligibility rule defined for No Action - Monitoring Continues under Ready with Conditions,0,0,True,True,Ready with Conditions,
DAR-DCA573F0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,A001,Review Integrated Decision Package,Not Applicable,No eligibility rule defined for Review Integrated Decision Package under Requires Stakeholder Validation,0,0,True,True,Requires Stakeholder Validation,
DAR-DCA573F0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,A002,Compare Scenario Options,Not Applicable,No eligibility rule defined for Compare Scenario Options under Requires Stakeholder Validation,0,0,True,True,Requires Stakeholder Validation,
DAR-DCA573F0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,A003,Validate Assumptions,Allowed,Governed eligibility for Requires Stakeholder Validation,0,1,True,True,Requires Stakeholder Validation,
DAR-DCA573F0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,A004,Validate Baseline,Not Applicable,No eligibility rule defined for Validate Baseline under Requires Stakeholder Validation,0,0,True,True,Requires Stakeholder Validation,
DAR-DCA573F0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,A005,Validate Financial Inputs,Allowed,Governed eligibility for Requires Stakeholder Validation,0,1,True,True,Requires Stakeholder Validation,
DAR-DCA573F0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,A006,Validate Benefit Assumptions,Not Applicable,No eligibility rule defined for Validate Benefit Assumptions under Requires Stakeholder Validation,0,0,True,True,Requires Stakeholder Validation,
DAR-DCA573F0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,A007,Provide Budget Information,Not Applicable,No eligibility rule defined for Provide Budget Information under Requires Stakeholder Validation,0,0,True,True,Requires Stakeholder Validation,
DAR-DCA573F0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,A008,Request Additional Scenario,Not Applicable,No eligibility rule defined for Request Additional Scenario under Requires Stakeholder Validation,0,0,True,True,Requires Stakeholder Validation,
DAR-DCA573F0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,A009,Request Stakeholder Review,Allowed,Governed eligibility for Requires Stakeholder Validation,0,1,True,True,Requires Stakeholder Validation,
DAR-DCA573F0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,A010,Proceed to Limited-Trial Consideration,Blocked,Governed eligibility for Requires Stakeholder Validation,1,1,True,True,Requires Stakeholder Validation,Stakeholder Gate
DAR-DCA573F0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,A011,Continue Monitoring,Allowed,Governed eligibility for Requires Stakeholder Validation,0,1,True,True,Requires Stakeholder Validation,
DAR-DCA573F0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,A012,Escalate for Immediate Management Attention,Not Applicable,No eligibility rule defined for Escalate for Immediate Management Attention under Requires Stakeholder Validation,0,0,True,True,Requires Stakeholder Validation,
DAR-DCA573F0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,A013,Defer Decision,Allowed,Governed eligibility for Requires Stakeholder Validation,0,1,True,True,Requires Stakeholder Validation,
DAR-DCA573F0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,A014,Reject Decision Use,Not Applicable,No eligibility rule defined for Reject Decision Use under Requires Stakeholder Validation,0,0,True,True,Requires Stakeholder Validation,
DAR-DCA573F0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,A015,Request Evidence Completion,Not Applicable,No eligibility rule defined for Request Evidence Completion under Requires Stakeholder Validation,0,0,True,True,Requires Stakeholder Validation,
DAR-DCA573F0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,A016,Request Lineage Completion,Not Applicable,No eligibility rule defined for Request Lineage Completion under Requires Stakeholder Validation,0,0,True,True,Requires Stakeholder Validation,
DAR-DCA573F0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,A017,Route to Non-Quantitative Review,Not Applicable,No eligibility rule defined for Route to Non-Quantitative Review under Requires Stakeholder Validation,0,0,True,True,Requires Stakeholder Validation,
DAR-DCA573F0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,A018,No Action - Monitoring Continues,Not Applicable,No eligibility rule defined for No Action - Monitoring Continues under Requires Stakeholder Validation,0,0,True,True,Requires Stakeholder Validation,
DAR-8F07C192,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,A001,Review Integrated Decision Package,Not Permitted,Governed eligibility for Not Suitable for Decision Use,1,1,True,True,Not Suitable for Decision Use,
DAR-8F07C192,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,A002,Compare Scenario Options,Not Applicable,No eligibility rule defined for Compare Scenario Options under Not Suitable for Decision Use,0,0,True,True,Not Suitable for Decision Use,
DAR-8F07C192,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,A003,Validate Assumptions,Not Applicable,No eligibility rule defined for Validate Assumptions under Not Suitable for Decision Use,0,0,True,True,Not Suitable for Decision Use,
DAR-8F07C192,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,A004,Validate Baseline,Not Applicable,No eligibility rule defined for Validate Baseline under Not Suitable for Decision Use,0,0,True,True,Not Suitable for Decision Use,
DAR-8F07C192,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,A005,Validate Financial Inputs,Not Applicable,No eligibility rule defined for Validate Financial Inputs under Not Suitable for Decision Use,0,0,True,True,Not Suitable for Decision Use,
DAR-8F07C192,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,A006,Validate Benefit Assumptions,Not Applicable,No eligibility rule defined for Validate Benefit Assumptions under Not Suitable for Decision Use,0,0,True,True,Not Suitable for Decision Use,
DAR-8F07C192,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,A007,Provide Budget Information,Not Applicable,No eligibility rule defined for Provide Budget Information under Not Suitable for Decision Use,0,0,True,True,Not Suitable for Decision Use,
DAR-8F07C192,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,A008,Request Additional Scenario,Not Applicable,No eligibility rule defined for Request Additional Scenario under Not Suitable for Decision Use,0,0,True,True,Not Suitable for Decision Use,
DAR-8F07C192,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,A009,Request Stakeholder Review,Not Applicable,No eligibility rule defined for Request Stakeholder Review under Not Suitable for Decision Use,0,0,True,True,Not Suitable for Decision Use,
DAR-8F07C192,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,A010,Proceed to Limited-Trial Consideration,Not Permitted,Governed eligibility for Not Suitable for Decision Use,1,1,True,True,Not Suitable for Decision Use,
DAR-8F07C192,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,A011,Continue Monitoring,Not Applicable,No eligibility rule defined for Continue Monitoring under Not Suitable for Decision Use,0,0,True,True,Not Suitable for Decision Use,
DAR-8F07C192,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,A012,Escalate for Immediate Management Attention,Not Applicable,No eligibility rule defined for Escalate for Immediate Management Attention under Not Suitable for Decision Use,0,0,True,True,Not Suitable for Decision Use,
DAR-8F07C192,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,A013,Defer Decision,Allowed,Governed eligibility for Not Suitable for Decision Use,0,1,True,True,Not Suitable for Decision Use,
DAR-8F07C192,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,A014,Reject Decision Use,Allowed,Governed eligibility for Not Suitable for Decision Use,0,1,True,True,Not Suitable for Decision Use,
DAR-8F07C192,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,A015,Request Evidence Completion,Allowed,Governed eligibility for Not Suitable for Decision Use,0,1,True,True,Not Suitable for Decision Use,
DAR-8F07C192,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,A016,Request Lineage Completion,Allowed,Governed eligibility for Not Suitable for Decision Use,0,1,True,True,Not Suitable for Decision Use,
DAR-8F07C192,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,A017,Route to Non-Quantitative Review,Not Applicable,No eligibility rule defined for Route to Non-Quantitative Review under Not Suitable for Decision Use,0,0,True,True,Not Suitable for Decision Use,
