decision_package_id,monitoring_kpis,monitoring_responsible_role,escalation_required,escalation_reason,escalation_role,escalation_target_role,escalation_deadline,escalation_classification
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,,,False,,,KPI Owner / COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,,,False,,,KPI Owner / COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
