decision_action_routing_id,decision_package_id,final_readiness_status,escalation_required,escalation_status,escalation_reason,escalation_target_role,escalation_queue,escalation_timeframe_category,readiness_limitation,management_attention_required,operational_escalation_separate,governance_note
DAR-ACE8C1A1,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-CC1CE605,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-DE25D0B9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-0BCF969E,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-431CEE4A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-E28A4AD1,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-7FEF4848,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-A8046561,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-4F657D8C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-A28849F1,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-32CA4EF9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-4F1EEB63,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-F440C1BB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-F4DDBC83,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-0D1B0882,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-172F03A0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-5E15B5D2,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-6D67FDDB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-3379CCB4,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-89AFC945,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-F7CB6300,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-41FB30F8,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-0DAA31F9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-FF13F1EB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-077ECD22,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-1AB43FDD,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-A0994D45,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-4449D247,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-AC9C2B20,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-7EA3EFC1,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-DDD52643,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-568427E5,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-030C7287,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-75C333A4,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-F88EFD84,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-162D4463,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-0EB1D6E9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-28449140,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-2449106E,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-067AD019,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-9A7C353E,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-91B6EBBA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-92BF60FE,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-92A1DF16,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-36F71515,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-262E2F28,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-6F15DE85,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-BA5941DA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-71A17654,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-BD126845,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-1BABE2C9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-8C498731,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-40E0245C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-9A8C252D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-092C1912,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,Requires Lineage Completion,True,Standard Review,Lineage completion required,Data Owner,Lineage Completion Queue,Routine,Lineage completion pending,False,True,Escalation separate from analytical readiness
DAR-49825A9F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-0330B3F6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-BF5B759A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-9D6EE3D4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-3F9E90FC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,Requires Evidence Completion,True,Standard Review,Evidence completion required,Data Owner,Evidence Completion Queue,Routine,Evidence completion pending,False,True,Escalation separate from analytical readiness
DAR-EDB766BC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-D4120B77,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-1D80DDAB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,Requires Evidence Completion,True,Standard Review,Evidence completion required,Data Owner,Evidence Completion Queue,Routine,Evidence completion pending,False,True,Escalation separate from analytical readiness
DAR-CBC6E85A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-FD378110,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-CB65B5D7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-439789D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-2EBE8DDB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-303A3AA6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-6FD4EC73,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Requires Baseline Validation,True,Standard Review,Baseline validation required before progression,Data Owner,Baseline Validation Queue,Routine,Baseline validation pending,False,True,Escalation separate from analytical readiness
DAR-C32C913C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Requires Evidence Completion,True,Standard Review,Evidence completion required,Data Owner,Evidence Completion Queue,Routine,Evidence completion pending,False,True,Escalation separate from analytical readiness
DAR-6CB3BECC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-938033B8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-8E501154,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-5073CA0D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Requires Evidence Completion,True,Standard Review,Evidence completion required,Data Owner,Evidence Completion Queue,Routine,Evidence completion pending,False,True,Escalation separate from analytical readiness
DAR-EC066580,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Requires Baseline Validation,True,Standard Review,Baseline validation required before progression,Data Owner,Baseline Validation Queue,Routine,Baseline validation pending,False,True,Escalation separate from analytical readiness
DAR-DAFE6C17,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-9E5250FD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-03517CCE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,Requires Baseline Validation,True,Standard Review,Baseline validation required before progression,Data Owner,Baseline Validation Queue,Routine,Baseline validation pending,False,True,Escalation separate from analytical readiness
DAR-DBA71FEC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-C932E734,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Requires Budget Data,True,Standard Review,Budget data required before progression,Finance,Budget Information Queue,Routine,Budget data pending,False,True,Escalation separate from analytical readiness
DAR-C1D36465,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,Requires Financial Input,True,Standard Review,Financial input required before progression,Finance,Financial Input Queue,Routine,Financial input pending,False,True,Escalation separate from analytical readiness
DAR-45463007,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,Requires Lineage Completion,True,Standard Review,Lineage completion required,Data Owner,Lineage Completion Queue,Routine,Lineage completion pending,False,True,Escalation separate from analytical readiness
DAR-90180611,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-B161261C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,Requires Baseline Validation,True,Standard Review,Baseline validation required before progression,Data Owner,Baseline Validation Queue,Routine,Baseline validation pending,False,True,Escalation separate from analytical readiness
DAR-A6895EA4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-82E87259,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-AF1648D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-58B3B886,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-2C91AB89,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-F2C05458,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-452227E1,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-49AC462B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-24B44514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-0CD46927,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-01347A85,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,Non-Quantitative,True,Standard Review,Non-quantitative review required,Clinical Lead,Non-Quantitative Review Queue,Routine,Qualitative review pending,False,True,Escalation separate from analytical readiness
DAR-832A6985,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,Non-Quantitative,True,Standard Review,Non-quantitative review required,Clinical Lead,Non-Quantitative Review Queue,Routine,Qualitative review pending,False,True,Escalation separate from analytical readiness
DAR-61AD89AF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,Non-Quantitative,True,Standard Review,Non-quantitative review required,Clinical Lead,Non-Quantitative Review Queue,Routine,Qualitative review pending,False,True,Escalation separate from analytical readiness
DAR-CD63524D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,Non-Quantitative,True,Standard Review,Non-quantitative review required,Clinical Lead,Non-Quantitative Review Queue,Routine,Qualitative review pending,False,True,Escalation separate from analytical readiness
DAR-14887707,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,Non-Quantitative,True,Standard Review,Non-quantitative review required,Clinical Lead,Non-Quantitative Review Queue,Routine,Qualitative review pending,False,True,Escalation separate from analytical readiness
DAR-47B56421,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,Requires Additional Scenario Analysis,True,Standard Review,Additional scenario analysis required,Analytics Team,Additional Scenario Queue,Routine,Scenario analysis pending,False,True,Escalation separate from analytical readiness
DAR-339F0BBB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-E1C625E5,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-65BDDDF7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-C211BF75,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-EFCD8144,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-B4576CA9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-16F53E03,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-5F5E8A92,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-4E8EAFD4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-0B4B5A9A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
