export_contract_id,decision_package_id,approval_package_id,contract_name,required_fields,contract_status,governance_note
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218-EC-management_review_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,management_review_sheet,decision_package_id|approval_package_id|management_question_id|question_text|question_category|mandatory_flag|blocking_flag|responsible_role|confirmation_id|confirmation_type|current_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218-EC-scenario_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,scenario_comparison_sheet,decision_package_id|approval_package_id|scenario_family|baseline_available|conservative_available|expected_available|higher_intensity_available|comparator_completeness|comparator_consistency|scenario_tradeoff_summary|scenario_displacement_summary|scenario_dominance_summary,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218-EC-financial_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,financial_comparison_sheet,decision_package_id|approval_package_id|financial_review_required|cost_completeness|estimated_scenario_cost|estimated_financial_benefit|estimated_net_financial_impact|roi_status|payback_status|affordability_status|lower_financial_estimate|central_financial_estimate|upper_financial_estimate|financial_confidence,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218-EC-audit_and_lineage_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,audit_and_lineage_sheet,decision_package_id|approval_package_id|causality_status|contradiction_warning|provisional_warning|evidence_completeness|lineage_completeness|governance_issue_count|package_limitations|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224-EC-decision_package_summary,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,decision_package_summary,decision_package_id|approval_package_id|hospital_name|department_name|dominant_kpi_name|package_status|package_readiness|completeness_status|issue_title|management_narrative,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224-EC-full_evidence_package,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,full_evidence_package,decision_package_id|approval_package_id|evidence_reference_count|lineage_reference_count|evidence_complete|lineage_complete|evidence_ids|lineage_ids|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224-EC-management_review_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,management_review_sheet,decision_package_id|approval_package_id|management_question_id|question_text|question_category|mandatory_flag|blocking_flag|responsible_role|confirmation_id|confirmation_type|current_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224-EC-scenario_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,scenario_comparison_sheet,decision_package_id|approval_package_id|scenario_family|baseline_available|conservative_available|expected_available|higher_intensity_available|comparator_completeness|comparator_consistency|scenario_tradeoff_summary|scenario_displacement_summary|scenario_dominance_summary,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224-EC-financial_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,financial_comparison_sheet,decision_package_id|approval_package_id|financial_review_required|cost_completeness|estimated_scenario_cost|estimated_financial_benefit|estimated_net_financial_impact|roi_status|payback_status|affordability_status|lower_financial_estimate|central_financial_estimate|upper_financial_estimate|financial_confidence,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224-EC-audit_and_lineage_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,audit_and_lineage_sheet,decision_package_id|approval_package_id|causality_status|contradiction_warning|provisional_warning|evidence_completeness|lineage_completeness|governance_issue_count|package_limitations|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319-EC-decision_package_summary,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,decision_package_summary,decision_package_id|approval_package_id|hospital_name|department_name|dominant_kpi_name|package_status|package_readiness|completeness_status|issue_title|management_narrative,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319-EC-full_evidence_package,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,full_evidence_package,decision_package_id|approval_package_id|evidence_reference_count|lineage_reference_count|evidence_complete|lineage_complete|evidence_ids|lineage_ids|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319-EC-management_review_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,management_review_sheet,decision_package_id|approval_package_id|management_question_id|question_text|question_category|mandatory_flag|blocking_flag|responsible_role|confirmation_id|confirmation_type|current_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319-EC-scenario_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,scenario_comparison_sheet,decision_package_id|approval_package_id|scenario_family|baseline_available|conservative_available|expected_available|higher_intensity_available|comparator_completeness|comparator_consistency|scenario_tradeoff_summary|scenario_displacement_summary|scenario_dominance_summary,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319-EC-financial_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,financial_comparison_sheet,decision_package_id|approval_package_id|financial_review_required|cost_completeness|estimated_scenario_cost|estimated_financial_benefit|estimated_net_financial_impact|roi_status|payback_status|affordability_status|lower_financial_estimate|central_financial_estimate|upper_financial_estimate|financial_confidence,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319-EC-audit_and_lineage_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,audit_and_lineage_sheet,decision_package_id|approval_package_id|causality_status|contradiction_warning|provisional_warning|evidence_completeness|lineage_completeness|governance_issue_count|package_limitations|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331-EC-decision_package_summary,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,decision_package_summary,decision_package_id|approval_package_id|hospital_name|department_name|dominant_kpi_name|package_status|package_readiness|completeness_status|issue_title|management_narrative,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331-EC-full_evidence_package,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,full_evidence_package,decision_package_id|approval_package_id|evidence_reference_count|lineage_reference_count|evidence_complete|lineage_complete|evidence_ids|lineage_ids|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331-EC-management_review_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,management_review_sheet,decision_package_id|approval_package_id|management_question_id|question_text|question_category|mandatory_flag|blocking_flag|responsible_role|confirmation_id|confirmation_type|current_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331-EC-scenario_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,scenario_comparison_sheet,decision_package_id|approval_package_id|scenario_family|baseline_available|conservative_available|expected_available|higher_intensity_available|comparator_completeness|comparator_consistency|scenario_tradeoff_summary|scenario_displacement_summary|scenario_dominance_summary,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331-EC-financial_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,financial_comparison_sheet,decision_package_id|approval_package_id|financial_review_required|cost_completeness|estimated_scenario_cost|estimated_financial_benefit|estimated_net_financial_impact|roi_status|payback_status|affordability_status|lower_financial_estimate|central_financial_estimate|upper_financial_estimate|financial_confidence,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331-EC-audit_and_lineage_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,audit_and_lineage_sheet,decision_package_id|approval_package_id|causality_status|contradiction_warning|provisional_warning|evidence_completeness|lineage_completeness|governance_issue_count|package_limitations|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416-EC-decision_package_summary,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,decision_package_summary,decision_package_id|approval_package_id|hospital_name|department_name|dominant_kpi_name|package_status|package_readiness|completeness_status|issue_title|management_narrative,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416-EC-full_evidence_package,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,full_evidence_package,decision_package_id|approval_package_id|evidence_reference_count|lineage_reference_count|evidence_complete|lineage_complete|evidence_ids|lineage_ids|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416-EC-management_review_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,management_review_sheet,decision_package_id|approval_package_id|management_question_id|question_text|question_category|mandatory_flag|blocking_flag|responsible_role|confirmation_id|confirmation_type|current_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416-EC-scenario_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,scenario_comparison_sheet,decision_package_id|approval_package_id|scenario_family|baseline_available|conservative_available|expected_available|higher_intensity_available|comparator_completeness|comparator_consistency|scenario_tradeoff_summary|scenario_displacement_summary|scenario_dominance_summary,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416-EC-financial_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,financial_comparison_sheet,decision_package_id|approval_package_id|financial_review_required|cost_completeness|estimated_scenario_cost|estimated_financial_benefit|estimated_net_financial_impact|roi_status|payback_status|affordability_status|lower_financial_estimate|central_financial_estimate|upper_financial_estimate|financial_confidence,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416-EC-audit_and_lineage_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,audit_and_lineage_sheet,decision_package_id|approval_package_id|causality_status|contradiction_warning|provisional_warning|evidence_completeness|lineage_completeness|governance_issue_count|package_limitations|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425-EC-decision_package_summary,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,decision_package_summary,decision_package_id|approval_package_id|hospital_name|department_name|dominant_kpi_name|package_status|package_readiness|completeness_status|issue_title|management_narrative,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425-EC-full_evidence_package,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,full_evidence_package,decision_package_id|approval_package_id|evidence_reference_count|lineage_reference_count|evidence_complete|lineage_complete|evidence_ids|lineage_ids|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425-EC-management_review_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,management_review_sheet,decision_package_id|approval_package_id|management_question_id|question_text|question_category|mandatory_flag|blocking_flag|responsible_role|confirmation_id|confirmation_type|current_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425-EC-scenario_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,scenario_comparison_sheet,decision_package_id|approval_package_id|scenario_family|baseline_available|conservative_available|expected_available|higher_intensity_available|comparator_completeness|comparator_consistency|scenario_tradeoff_summary|scenario_displacement_summary|scenario_dominance_summary,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425-EC-financial_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,financial_comparison_sheet,decision_package_id|approval_package_id|financial_review_required|cost_completeness|estimated_scenario_cost|estimated_financial_benefit|estimated_net_financial_impact|roi_status|payback_status|affordability_status|lower_financial_estimate|central_financial_estimate|upper_financial_estimate|financial_confidence,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425-EC-audit_and_lineage_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,audit_and_lineage_sheet,decision_package_id|approval_package_id|causality_status|contradiction_warning|provisional_warning|evidence_completeness|lineage_completeness|governance_issue_count|package_limitations|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504-EC-decision_package_summary,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,decision_package_summary,decision_package_id|approval_package_id|hospital_name|department_name|dominant_kpi_name|package_status|package_readiness|completeness_status|issue_title|management_narrative,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504-EC-full_evidence_package,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,full_evidence_package,decision_package_id|approval_package_id|evidence_reference_count|lineage_reference_count|evidence_complete|lineage_complete|evidence_ids|lineage_ids|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504-EC-management_review_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,management_review_sheet,decision_package_id|approval_package_id|management_question_id|question_text|question_category|mandatory_flag|blocking_flag|responsible_role|confirmation_id|confirmation_type|current_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504-EC-scenario_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,scenario_comparison_sheet,decision_package_id|approval_package_id|scenario_family|baseline_available|conservative_available|expected_available|higher_intensity_available|comparator_completeness|comparator_consistency|scenario_tradeoff_summary|scenario_displacement_summary|scenario_dominance_summary,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504-EC-financial_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,financial_comparison_sheet,decision_package_id|approval_package_id|financial_review_required|cost_completeness|estimated_scenario_cost|estimated_financial_benefit|estimated_net_financial_impact|roi_status|payback_status|affordability_status|lower_financial_estimate|central_financial_estimate|upper_financial_estimate|financial_confidence,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504-EC-audit_and_lineage_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,audit_and_lineage_sheet,decision_package_id|approval_package_id|causality_status|contradiction_warning|provisional_warning|evidence_completeness|lineage_completeness|governance_issue_count|package_limitations|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523-EC-decision_package_summary,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,decision_package_summary,decision_package_id|approval_package_id|hospital_name|department_name|dominant_kpi_name|package_status|package_readiness|completeness_status|issue_title|management_narrative,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523-EC-full_evidence_package,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,full_evidence_package,decision_package_id|approval_package_id|evidence_reference_count|lineage_reference_count|evidence_complete|lineage_complete|evidence_ids|lineage_ids|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523-EC-management_review_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,management_review_sheet,decision_package_id|approval_package_id|management_question_id|question_text|question_category|mandatory_flag|blocking_flag|responsible_role|confirmation_id|confirmation_type|current_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523-EC-scenario_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,scenario_comparison_sheet,decision_package_id|approval_package_id|scenario_family|baseline_available|conservative_available|expected_available|higher_intensity_available|comparator_completeness|comparator_consistency|scenario_tradeoff_summary|scenario_displacement_summary|scenario_dominance_summary,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523-EC-financial_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,financial_comparison_sheet,decision_package_id|approval_package_id|financial_review_required|cost_completeness|estimated_scenario_cost|estimated_financial_benefit|estimated_net_financial_impact|roi_status|payback_status|affordability_status|lower_financial_estimate|central_financial_estimate|upper_financial_estimate|financial_confidence,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523-EC-audit_and_lineage_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,audit_and_lineage_sheet,decision_package_id|approval_package_id|causality_status|contradiction_warning|provisional_warning|evidence_completeness|lineage_completeness|governance_issue_count|package_limitations|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611-EC-decision_package_summary,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,decision_package_summary,decision_package_id|approval_package_id|hospital_name|department_name|dominant_kpi_name|package_status|package_readiness|completeness_status|issue_title|management_narrative,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611-EC-full_evidence_package,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,full_evidence_package,decision_package_id|approval_package_id|evidence_reference_count|lineage_reference_count|evidence_complete|lineage_complete|evidence_ids|lineage_ids|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611-EC-management_review_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,management_review_sheet,decision_package_id|approval_package_id|management_question_id|question_text|question_category|mandatory_flag|blocking_flag|responsible_role|confirmation_id|confirmation_type|current_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611-EC-scenario_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,scenario_comparison_sheet,decision_package_id|approval_package_id|scenario_family|baseline_available|conservative_available|expected_available|higher_intensity_available|comparator_completeness|comparator_consistency|scenario_tradeoff_summary|scenario_displacement_summary|scenario_dominance_summary,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611-EC-financial_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,financial_comparison_sheet,decision_package_id|approval_package_id|financial_review_required|cost_completeness|estimated_scenario_cost|estimated_financial_benefit|estimated_net_financial_impact|roi_status|payback_status|affordability_status|lower_financial_estimate|central_financial_estimate|upper_financial_estimate|financial_confidence,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611-EC-audit_and_lineage_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,audit_and_lineage_sheet,decision_package_id|approval_package_id|causality_status|contradiction_warning|provisional_warning|evidence_completeness|lineage_completeness|governance_issue_count|package_limitations|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702-EC-decision_package_summary,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,decision_package_summary,decision_package_id|approval_package_id|hospital_name|department_name|dominant_kpi_name|package_status|package_readiness|completeness_status|issue_title|management_narrative,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702-EC-full_evidence_package,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,full_evidence_package,decision_package_id|approval_package_id|evidence_reference_count|lineage_reference_count|evidence_complete|lineage_complete|evidence_ids|lineage_ids|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702-EC-management_review_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,management_review_sheet,decision_package_id|approval_package_id|management_question_id|question_text|question_category|mandatory_flag|blocking_flag|responsible_role|confirmation_id|confirmation_type|current_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702-EC-scenario_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,scenario_comparison_sheet,decision_package_id|approval_package_id|scenario_family|baseline_available|conservative_available|expected_available|higher_intensity_available|comparator_completeness|comparator_consistency|scenario_tradeoff_summary|scenario_displacement_summary|scenario_dominance_summary,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702-EC-financial_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,financial_comparison_sheet,decision_package_id|approval_package_id|financial_review_required|cost_completeness|estimated_scenario_cost|estimated_financial_benefit|estimated_net_financial_impact|roi_status|payback_status|affordability_status|lower_financial_estimate|central_financial_estimate|upper_financial_estimate|financial_confidence,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702-EC-audit_and_lineage_sheet,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,audit_and_lineage_sheet,decision_package_id|approval_package_id|causality_status|contradiction_warning|provisional_warning|evidence_completeness|lineage_completeness|governance_issue_count|package_limitations|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
