integrated_management_brief_id,decision_package_id,provisional_warning,contradiction_warning,stakeholder_validation_required,assumption_validation_required,baseline_validation_required,financial_validation_required,governance_burden_status,evidence_limitation,lineage_limitation,audit_limitation,overall_management_limitation
IMB-5ABAC611,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-52C962BA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-87BB1A9A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-F21367D0,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-93E28A3B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-CBC2E359,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-5724DC90,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-2D400A12,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,False; False; False; False; False; False,,True,True,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-062D55CC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-3D094DFE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-0884C637,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-D4D15739,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-8C15F08F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-77E18DD3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,False; False; False; False; False; False,,True,True,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,False; False; False; False; False; False,,True,True,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-3B12D895,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-6A05B58B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-D89DB47B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-B778AC03,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-922A4E50,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-21A3EFE6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-43213456,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-4FF86CE0,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-006DB262,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-B549CE27,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-156E2C74,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-21AACEF1,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-F2E74DF4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-4085771E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-C2E556F1,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-72F9988E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-B8D4CC46,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-4C56E237,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-27A400BB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-8A948793,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-0AA72C33,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-B9191393,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-8B9D7152,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-D77CD007,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-3D431876,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-9B0F67A0,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-E9D2C951,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-05DD713F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-851E06E6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-A1D3C221,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-6380C7FF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-D57D2899,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-47FDB072,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-934083AF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-7BE1D98F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-62A15DA2,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-EA795E57,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-5732FCD4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-049A549E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-B2C01513,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-FB443D62,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-B88045DF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-391A1E0C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-0A3D30AD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-DC2EA785,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-1A93F606,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-C7C5A607,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-93A20730,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-E7E997C8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-682B72A4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-624C0843,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-CAE02443,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-5C84850A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-223DFD1D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-FE7FE422,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-111BA3D8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-B9B1A75B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-2A38C152,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-C0A54E84,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-C77876F2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-064EC872,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,False; False; False; False; False; False,,True,True,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-2B756740,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-915EFB45,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-E3CC3205,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-E6B3E140,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-13E70BCB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-28073BC2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,False; False; False; False; False; False,,True,True,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-3CE03C24,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-6CD7F2B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-06A4015B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-0C9DCEF0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-172B064A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-4AF91FF0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,False; False; False; False; False; False,,True,True,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-2DCF54ED,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,False; False; False; False; False; False,,True,True,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-2D60FD7F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-C7AAAB07,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,False; False; False; False; False; False,,True,True,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-B4F65D89,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-C1C3E1E2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-B74665AF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-987EBA7F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-7E733E9D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-995A3411,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-89A7473C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-CC3BFB9A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-B1693314,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-701A2435,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-9631D9EC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-E01D65F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-3743E5BD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-D59EBD35,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-2A56AE2A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-4648B0C8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-3DD82F95,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-9231081D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-265FF0DE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-7DBAF719,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
