queue_assignment_id,decision_action_routing_id,decision_package_id,primary_queue,secondary_queue,queue_reason,queue_priority,responsible_role,escalation_status,blocking_condition_count,pending_prerequisite_count,current_status,governance_note
QUE-84E16971,DAR-585479DB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-63677F31,DAR-4F92C8DE,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,Not Suitable Register,,Routed based on readiness status: Not Suitable for Decision Use,Low,,Pending Routing,2,7,Pending Routing,Prototype default - Pending Routing
QUE-A7514FDF,DAR-501FE4B7,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428,Non-Quantitative Review Queue,,Routed based on readiness status: Non-Quantitative,Medium,,Pending Routing,2,7,Pending Routing,Prototype default - Pending Routing
QUE-1DD7D84E,DAR-BFD757FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,Stakeholder Validation Queue,,Routed based on readiness status: Requires Stakeholder Validation,Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-23C3EFF7,DAR-ACE8C1A1,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-CBE94A7A,DAR-CC1CE605,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-ABB118F5,DAR-DE25D0B9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-2E85FE5E,DAR-0BCF969E,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-9018C2EC,DAR-431CEE4A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-6C792443,DAR-E28A4AD1,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-C394CE96,DAR-7FEF4848,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-63F0E70A,DAR-A8046561,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-46B52ADB,DAR-4F657D8C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-23AB280E,DAR-A28849F1,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-71C0C030,DAR-32CA4EF9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-2B46A8AB,DAR-4F1EEB63,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-6A2BBC3E,DAR-F440C1BB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-3BC44258,DAR-F4DDBC83,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-5F9E1C8A,DAR-0D1B0882,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-D6B03CF6,DAR-172F03A0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-B3FBDBFB,DAR-5E15B5D2,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-05B9DCD2,DAR-6D67FDDB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-6BC4C2E1,DAR-3379CCB4,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-0A9E98F8,DAR-89AFC945,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-CDDBB6E0,DAR-F7CB6300,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-49D033F2,DAR-41FB30F8,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-548AF870,DAR-0DAA31F9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-D52BD328,DAR-FF13F1EB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-109E8FBA,DAR-077ECD22,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-1A56F3D2,DAR-1AB43FDD,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-C9F20676,DAR-A0994D45,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-4A36A1F1,DAR-4449D247,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-1A86AF8A,DAR-AC9C2B20,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-5EC483A1,DAR-7EA3EFC1,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-651BA022,DAR-DDD52643,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-99231C6A,DAR-568427E5,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-6CD523F9,DAR-030C7287,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-CE140025,DAR-75C333A4,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-A8FB3482,DAR-F88EFD84,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-2B9348C8,DAR-162D4463,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-743ECAD6,DAR-0EB1D6E9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-74C71B19,DAR-28449140,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-FBBF85B7,DAR-2449106E,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-CDF8359A,DAR-067AD019,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-39426296,DAR-9A7C353E,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-12570C13,DAR-91B6EBBA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-C74C969A,DAR-92BF60FE,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-E96EB028,DAR-92A1DF16,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-8007E430,DAR-36F71515,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-88AB5220,DAR-262E2F28,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-5741A911,DAR-6F15DE85,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-141F4BDF,DAR-BA5941DA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-D301ADC4,DAR-71A17654,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-DB171198,DAR-BD126845,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-B1FFF2E0,DAR-1BABE2C9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-D28C0289,DAR-8C498731,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-B51CF763,DAR-40E0245C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-D119D05B,DAR-9A8C252D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,Stakeholder Validation Queue,,Routed based on readiness status: Requires Stakeholder Validation,Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-72BC95D6,DAR-092C1912,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,Lineage Completion Queue,,Routed based on readiness status: Requires Lineage Completion,Medium,,Pending Routing,1,1,Pending Routing,Prototype default - Pending Routing
QUE-1470A13F,DAR-49825A9F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-7889FF2F,DAR-0330B3F6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-B60B5D91,DAR-BF5B759A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-28F149C6,DAR-9D6EE3D4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,Assumption Validation Queue,,Routed based on readiness status: Requires Assumption Validation,Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-20A1EDD7,DAR-3F9E90FC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,Evidence Completion Queue,,Routed based on readiness status: Requires Evidence Completion,Medium,,Pending Routing,1,1,Pending Routing,Prototype default - Pending Routing
QUE-06B632AB,DAR-EDB766BC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,Stakeholder Validation Queue,,Routed based on readiness status: Requires Stakeholder Validation,Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-18AE6FF1,DAR-D4120B77,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,Integrated Management Review Queue,,Routed based on readiness status: Ready for Integrated Management Review,High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-8BB2794D,DAR-1D80DDAB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,Evidence Completion Queue,,Routed based on readiness status: Requires Evidence Completion,Medium,,Pending Routing,1,1,Pending Routing,Prototype default - Pending Routing
QUE-AFAE8CB8,DAR-CBC6E85A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,Stakeholder Validation Queue,,Routed based on readiness status: Requires Stakeholder Validation,Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-561CB188,DAR-FD378110,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Stakeholder Validation Queue,,Routed based on readiness status: Requires Stakeholder Validation,Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-8E7B8EFE,DAR-CB65B5D7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-E31111D3,DAR-439789D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Stakeholder Validation Queue,,Routed based on readiness status: Requires Stakeholder Validation,Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-ADCFDFE4,DAR-2EBE8DDB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Assumption Validation Queue,,Routed based on readiness status: Requires Assumption Validation,Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-E5314BEA,DAR-303A3AA6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Integrated Management Review Queue,,Routed based on readiness status: Ready for Integrated Management Review,High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-561B5548,DAR-6FD4EC73,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Baseline Validation Queue,,Routed based on readiness status: Requires Baseline Validation,Medium,,Pending Routing,2,7,Pending Routing,Prototype default - Pending Routing
QUE-361C0B5C,DAR-C32C913C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Evidence Completion Queue,,Routed based on readiness status: Requires Evidence Completion,Medium,,Pending Routing,1,1,Pending Routing,Prototype default - Pending Routing
QUE-2AA72B5E,DAR-6CB3BECC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Assumption Validation Queue,,Routed based on readiness status: Requires Assumption Validation,Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-525EA396,DAR-938033B8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Integrated Management Review Queue,,Routed based on readiness status: Ready for Integrated Management Review,High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-02EF7976,DAR-8E501154,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-07D1D5FC,DAR-5073CA0D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Evidence Completion Queue,,Routed based on readiness status: Requires Evidence Completion,Medium,,Pending Routing,1,1,Pending Routing,Prototype default - Pending Routing
QUE-B4C56C0E,DAR-EC066580,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Baseline Validation Queue,,Routed based on readiness status: Requires Baseline Validation,Medium,,Pending Routing,2,7,Pending Routing,Prototype default - Pending Routing
QUE-62DEA7D1,DAR-DAFE6C17,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-A1ED8269,DAR-9E5250FD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,Stakeholder Validation Queue,,Routed based on readiness status: Requires Stakeholder Validation,Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-6C68BDBB,DAR-03517CCE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,Baseline Validation Queue,,Routed based on readiness status: Requires Baseline Validation,Medium,,Pending Routing,2,7,Pending Routing,Prototype default - Pending Routing
QUE-1D415836,DAR-DBA71FEC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-C50F4823,DAR-C932E734,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Budget Information Queue,,Routed based on readiness status: Requires Budget Data,Medium,,Pending Routing,1,7,Pending Routing,Prototype default - Pending Routing
QUE-E5099BDE,DAR-C1D36465,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,Financial Input Queue,,Routed based on readiness status: Requires Financial Input,Medium,,Pending Routing,1,7,Pending Routing,Prototype default - Pending Routing
QUE-A0E6B76B,DAR-45463007,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,Lineage Completion Queue,,Routed based on readiness status: Requires Lineage Completion,Medium,,Pending Routing,1,1,Pending Routing,Prototype default - Pending Routing
QUE-C19439DC,DAR-90180611,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-DFBEEC8C,DAR-B161261C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,Baseline Validation Queue,,Routed based on readiness status: Requires Baseline Validation,Medium,,Pending Routing,2,7,Pending Routing,Prototype default - Pending Routing
QUE-CF8BF8F9,DAR-A6895EA4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-6F2C9551,DAR-82E87259,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-7DE02A76,DAR-AF1648D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,Integrated Management Review Queue,,Routed based on readiness status: Ready for Integrated Management Review,High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-38FAC769,DAR-58B3B886,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-45F1CF40,DAR-2C91AB89,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-D6D78908,DAR-F2C05458,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,Integrated Management Review Queue,,Routed based on readiness status: Ready for Integrated Management Review,High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-062C7787,DAR-452227E1,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,Integrated Management Review Queue,,Routed based on readiness status: Ready for Integrated Management Review,High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-2C08C5A5,DAR-49AC462B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,Integrated Management Review Queue,,Routed based on readiness status: Ready for Integrated Management Review,High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-911A775B,DAR-24B44514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-26B7D5D4,DAR-0CD46927,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,Stakeholder Validation Queue,,Routed based on readiness status: Requires Stakeholder Validation,Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-7CE0B29B,DAR-01347A85,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,Non-Quantitative Review Queue,,Routed based on readiness status: Non-Quantitative,Medium,,Pending Routing,2,7,Pending Routing,Prototype default - Pending Routing
QUE-7D342B35,DAR-832A6985,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,Non-Quantitative Review Queue,,Routed based on readiness status: Non-Quantitative,Medium,,Pending Routing,2,7,Pending Routing,Prototype default - Pending Routing
QUE-340B6241,DAR-61AD89AF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,Non-Quantitative Review Queue,,Routed based on readiness status: Non-Quantitative,Medium,,Pending Routing,2,7,Pending Routing,Prototype default - Pending Routing
QUE-8099099A,DAR-CD63524D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,Non-Quantitative Review Queue,,Routed based on readiness status: Non-Quantitative,Medium,,Pending Routing,2,7,Pending Routing,Prototype default - Pending Routing
QUE-C3ABDA84,DAR-14887707,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,Non-Quantitative Review Queue,,Routed based on readiness status: Non-Quantitative,Medium,,Pending Routing,2,7,Pending Routing,Prototype default - Pending Routing
QUE-1A8C482F,DAR-47B56421,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,Additional Scenario Queue,,Routed based on readiness status: Requires Additional Scenario Analysis,Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-6D8D3B67,DAR-339F0BBB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-32811DA1,DAR-E1C625E5,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,Integrated Management Review Queue,,Routed based on readiness status: Ready for Integrated Management Review,High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
