management_question_id,decision_package_id,approval_package_id,question_text,question_category,required_response_type,mandatory_flag,responsible_role,blocking_flag,source_reference
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428-MQ-009,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428,Is stakeholder review required?,Stakeholder Engagement,Yes/No/Partial,False,Executive Sponsor,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107-MQ-008,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,Should the case remain under monitoring?,Monitoring Assessment,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116-MQ-008,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,Should the case remain under monitoring?,Monitoring Assessment,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123-MQ-008,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,Should the case remain under monitoring?,Monitoring Assessment,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130-MQ-008,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,Should the case remain under monitoring?,Monitoring Assessment,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207-MQ-008,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,Should the case remain under monitoring?,Monitoring Assessment,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213-MQ-008,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,Should the case remain under monitoring?,Monitoring Assessment,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
