audit_explanation_id,decision_action_routing_id,decision_package_id,audit_readiness_explanation,evidence_completeness_status,lineage_completeness_status,audit_event_count,current_audit_state,missing_evidence_count,missing_lineage_count,governance_note
AEX-D695AFE2,DAR-5073CA0D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-46D86CDA,DAR-EC066580,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-36E3CEFC,DAR-DAFE6C17,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-3E2B83E3,DAR-9E5250FD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-5815A98F,DAR-03517CCE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-9DB8FF9C,DAR-DBA71FEC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-5EE778BD,DAR-C932E734,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-5B7256D3,DAR-C1D36465,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-787F87B7,DAR-45463007,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-75C39A47,DAR-90180611,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-57B4C07F,DAR-B161261C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-25B44873,DAR-A6895EA4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-21C0433D,DAR-82E87259,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-F3A4F9AE,DAR-AF1648D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-5EDBE154,DAR-58B3B886,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-CEDA705E,DAR-2C91AB89,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-B120B85B,DAR-F2C05458,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-15AC5E99,DAR-452227E1,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-F81EBD31,DAR-49AC462B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-15480628,DAR-24B44514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-678BE9DC,DAR-0CD46927,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-201717FD,DAR-01347A85,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-557F1A20,DAR-832A6985,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-C4F028AD,DAR-61AD89AF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-33B0F7E7,DAR-CD63524D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-ACBD0A9D,DAR-14887707,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-345B8F4F,DAR-47B56421,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-CBE804B2,DAR-339F0BBB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-1F319129,DAR-E1C625E5,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-9D9F0726,DAR-65BDDDF7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-FF3B9588,DAR-C211BF75,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-1B84569E,DAR-EFCD8144,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-5F7E03D7,DAR-B4576CA9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-2B32F190,DAR-16F53E03,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-CA0A3A8A,DAR-5F5E8A92,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-05D3567D,DAR-4E8EAFD4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-847FE9BB,DAR-0B4B5A9A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-DA493E26,DAR-43B6DB98,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-09C1C238,DAR-66CE9BE2,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-75AA8D43,DAR-229F792C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-A253E31F,DAR-253443A3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-36097248,DAR-E81A008F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-8FF986A6,DAR-38B19406,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-EE048472,DAR-72D49F6A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-6E733BD6,DAR-2216A943,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-B34CABA5,DAR-70D964BE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
