profile_id,scenario_run_id,approval_package_id,episode_id,analytical_trade_off_index,index_components_json,index_weights_json,trade_off_band,trade_off_rationale
TP-SR-BL-2AE42776F9AA2C7D-COMP-HIGH-002,SR-BL-2AE42776F9AA2C7D-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,68.97,"{""primary_kpi_impact"": 69.99999999999999, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 60}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 69.0 based on 7 criteria
TP-SR-BL-24C7187D9091688F-COMP-BASE-002,SR-BL-24C7187D9091688F-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,55.13,"{""primary_kpi_impact"": 0.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 100}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 55.1 based on 7 criteria
TP-SR-BL-24C7187D9091688F-COMP-CONS-002,SR-BL-24C7187D9091688F-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,60.26,"{""primary_kpi_impact"": 20.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 100}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 60.3 based on 7 criteria
TP-SR-BL-24C7187D9091688F-COMP-EXP-002,SR-BL-24C7187D9091688F-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,61.28,"{""primary_kpi_impact"": 40.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 60}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 61.3 based on 7 criteria
TP-SR-BL-24C7187D9091688F-COMP-HIGH-002,SR-BL-24C7187D9091688F-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,68.97,"{""primary_kpi_impact"": 70.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 60}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 69.0 based on 7 criteria
TP-SR-BL-294CD3C94DA05CCF-COMP-BASE-002,SR-BL-294CD3C94DA05CCF-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,55.13,"{""primary_kpi_impact"": 0.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 100}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 55.1 based on 7 criteria
TP-SR-BL-294CD3C94DA05CCF-COMP-CONS-002,SR-BL-294CD3C94DA05CCF-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,60.26,"{""primary_kpi_impact"": 20.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 100}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 60.3 based on 7 criteria
TP-SR-BL-294CD3C94DA05CCF-COMP-EXP-002,SR-BL-294CD3C94DA05CCF-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,61.28,"{""primary_kpi_impact"": 40.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 60}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 61.3 based on 7 criteria
TP-SR-BL-294CD3C94DA05CCF-COMP-HIGH-002,SR-BL-294CD3C94DA05CCF-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,68.97,"{""primary_kpi_impact"": 70.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 60}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 69.0 based on 7 criteria
TP-SR-BL-811CC10E28CE7105-COMP-BASE-002,SR-BL-811CC10E28CE7105-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921,EP-HOSP-001-DEPT-DIAG-kpi_002-20260921,55.13,"{""primary_kpi_impact"": 0.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 100}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 55.1 based on 7 criteria
TP-SR-BL-811CC10E28CE7105-COMP-CONS-002,SR-BL-811CC10E28CE7105-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921,EP-HOSP-001-DEPT-DIAG-kpi_002-20260921,60.26,"{""primary_kpi_impact"": 20.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 100}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 60.3 based on 7 criteria
TP-SR-BL-811CC10E28CE7105-COMP-EXP-002,SR-BL-811CC10E28CE7105-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921,EP-HOSP-001-DEPT-DIAG-kpi_002-20260921,61.28,"{""primary_kpi_impact"": 40.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 60}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 61.3 based on 7 criteria
TP-SR-BL-811CC10E28CE7105-COMP-HIGH-002,SR-BL-811CC10E28CE7105-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921,EP-HOSP-001-DEPT-DIAG-kpi_002-20260921,68.97,"{""primary_kpi_impact"": 69.99999999999999, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 60}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 69.0 based on 7 criteria
TP-SR-BL-C08CF67492F5A2D8-COMP-BASE-002,SR-BL-C08CF67492F5A2D8-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,55.13,"{""primary_kpi_impact"": 0.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 100}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 55.1 based on 7 criteria
TP-SR-BL-C08CF67492F5A2D8-COMP-CONS-002,SR-BL-C08CF67492F5A2D8-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,60.26,"{""primary_kpi_impact"": 19.999999999999986, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 100}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 60.3 based on 7 criteria
TP-SR-BL-C08CF67492F5A2D8-COMP-EXP-002,SR-BL-C08CF67492F5A2D8-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,61.28,"{""primary_kpi_impact"": 40.00000000000001, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 60}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 61.3 based on 7 criteria
TP-SR-BL-C08CF67492F5A2D8-COMP-HIGH-002,SR-BL-C08CF67492F5A2D8-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,68.97,"{""primary_kpi_impact"": 70.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 60}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 69.0 based on 7 criteria
TP-SR-BL-DBA45C7ECC024F2A-COMP-BASE-002,SR-BL-DBA45C7ECC024F2A-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,55.13,"{""primary_kpi_impact"": 0.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 100}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 55.1 based on 7 criteria
TP-SR-BL-DBA45C7ECC024F2A-COMP-CONS-002,SR-BL-DBA45C7ECC024F2A-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,60.26,"{""primary_kpi_impact"": 19.999999999999996, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 100}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 60.3 based on 7 criteria
TP-SR-BL-DBA45C7ECC024F2A-COMP-EXP-002,SR-BL-DBA45C7ECC024F2A-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,61.28,"{""primary_kpi_impact"": 39.99999999999999, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 60}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 61.3 based on 7 criteria
TP-SR-BL-DBA45C7ECC024F2A-COMP-HIGH-002,SR-BL-DBA45C7ECC024F2A-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,68.97,"{""primary_kpi_impact"": 69.99999999999999, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 60}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 69.0 based on 7 criteria
TP-SR-BL-E071EA94B2CE7EF4-COMP-BASE-002,SR-BL-E071EA94B2CE7EF4-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,55.13,"{""primary_kpi_impact"": 0.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 100}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 55.1 based on 7 criteria
TP-SR-BL-E071EA94B2CE7EF4-COMP-CONS-002,SR-BL-E071EA94B2CE7EF4-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,60.26,"{""primary_kpi_impact"": 19.999999999999986, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 100}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 60.3 based on 7 criteria
TP-SR-BL-E071EA94B2CE7EF4-COMP-EXP-002,SR-BL-E071EA94B2CE7EF4-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,61.28,"{""primary_kpi_impact"": 40.00000000000001, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 60}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 61.3 based on 7 criteria
TP-SR-BL-E071EA94B2CE7EF4-COMP-HIGH-002,SR-BL-E071EA94B2CE7EF4-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,68.97,"{""primary_kpi_impact"": 70.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 60}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 69.0 based on 7 criteria
TP-SR-BL-22F79AE722DD9BCE-COMP-BASE-002,SR-BL-22F79AE722DD9BCE-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,55.13,"{""primary_kpi_impact"": 0.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 100}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 55.1 based on 7 criteria
TP-SR-BL-22F79AE722DD9BCE-COMP-CONS-002,SR-BL-22F79AE722DD9BCE-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,60.26,"{""primary_kpi_impact"": 19.999999999999975, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 100}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 60.3 based on 7 criteria
TP-SR-BL-22F79AE722DD9BCE-COMP-EXP-002,SR-BL-22F79AE722DD9BCE-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,61.28,"{""primary_kpi_impact"": 39.99999999999999, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 60}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 61.3 based on 7 criteria
TP-SR-BL-22F79AE722DD9BCE-COMP-HIGH-002,SR-BL-22F79AE722DD9BCE-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,68.97,"{""primary_kpi_impact"": 70.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 60}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 69.0 based on 7 criteria
TP-SR-BL-83DE60C89519B089-COMP-BASE-002,SR-BL-83DE60C89519B089-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,55.13,"{""primary_kpi_impact"": 0.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 100}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 55.1 based on 7 criteria
TP-SR-BL-83DE60C89519B089-COMP-CONS-002,SR-BL-83DE60C89519B089-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,60.26,"{""primary_kpi_impact"": 19.999999999999996, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 100}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 60.3 based on 7 criteria
TP-SR-BL-83DE60C89519B089-COMP-EXP-002,SR-BL-83DE60C89519B089-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,61.28,"{""primary_kpi_impact"": 39.99999999999999, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 60}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 61.3 based on 7 criteria
TP-SR-BL-83DE60C89519B089-COMP-HIGH-002,SR-BL-83DE60C89519B089-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,68.97,"{""primary_kpi_impact"": 70.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 60}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 69.0 based on 7 criteria
TP-SR-BL-D8BF9220CA7444BB-COMP-BASE-002,SR-BL-D8BF9220CA7444BB-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,55.13,"{""primary_kpi_impact"": 0.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 100}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 55.1 based on 7 criteria
TP-SR-BL-D8BF9220CA7444BB-COMP-CONS-002,SR-BL-D8BF9220CA7444BB-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,60.26,"{""primary_kpi_impact"": 20.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 100}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 60.3 based on 7 criteria
TP-SR-BL-D8BF9220CA7444BB-COMP-EXP-002,SR-BL-D8BF9220CA7444BB-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,61.28,"{""primary_kpi_impact"": 40.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 60}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 61.3 based on 7 criteria
TP-SR-BL-D8BF9220CA7444BB-COMP-HIGH-002,SR-BL-D8BF9220CA7444BB-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,68.97,"{""primary_kpi_impact"": 70.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 60}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 69.0 based on 7 criteria
