approval_package_id,episode_id,recommendation_id,case_id,recommendation_role,final_review_outcome,approval_eligibility,exclusion_reason,required_confirmation,scenario_review_required,financial_review_required,contradiction_severity,provisional_recommendation_flag,evidence_pack_id
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,REC-CASE-DEPT-DIAG-20260630-OPT1,CASE-DEPT-DIAG-20260630,Supporting,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-354B3986E8D0
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,REC-CASE-DEPT-DIAG-20260630-OPT2,CASE-DEPT-DIAG-20260630,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-354B3986E8D0
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,REC-CASE-DEPT-DIAG-20260630-OPT3,CASE-DEPT-DIAG-20260630,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-354B3986E8D0
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,REC-CASE-DEPT-DIAG-20260703-OPT1,CASE-DEPT-DIAG-20260703,Supporting,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-33E31F2724CA
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,REC-CASE-DEPT-DIAG-20260703-OPT2,CASE-DEPT-DIAG-20260703,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-33E31F2724CA
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,REC-CASE-DEPT-DIAG-20260703-OPT3,CASE-DEPT-DIAG-20260703,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-33E31F2724CA
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260707-OPT1,CASE-DEPT-DIAG-20260707,Representative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-4B2F25CC94E2
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260707-OPT2,CASE-DEPT-DIAG-20260707,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-4B2F25CC94E2
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260707-OPT3,CASE-DEPT-DIAG-20260707,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-4B2F25CC94E2
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260708-OPT1,CASE-DEPT-DIAG-20260708,Supporting,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-3EFFCDF36C3C
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260708-OPT2,CASE-DEPT-DIAG-20260708,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-3EFFCDF36C3C
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260708-OPT3,CASE-DEPT-DIAG-20260708,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-3EFFCDF36C3C
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260709-OPT1,CASE-DEPT-DIAG-20260709,Supporting,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-6B91C62C834B
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260709-OPT2,CASE-DEPT-DIAG-20260709,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-6B91C62C834B
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260709-OPT3,CASE-DEPT-DIAG-20260709,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-6B91C62C834B
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260710-OPT1,CASE-DEPT-DIAG-20260710,Supporting,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-05B7504F2008
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260710-OPT2,CASE-DEPT-DIAG-20260710,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-05B7504F2008
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260710-OPT3,CASE-DEPT-DIAG-20260710,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-05B7504F2008
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260711-OPT1,CASE-DEPT-DIAG-20260711,Supporting,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-19183D7C89A9
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260711-OPT2,CASE-DEPT-DIAG-20260711,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-19183D7C89A9
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260711-OPT3,CASE-DEPT-DIAG-20260711,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-19183D7C89A9
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260712-OPT1,CASE-DEPT-DIAG-20260712,Supporting,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-BE7A8D7450AB
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260712-OPT2,CASE-DEPT-DIAG-20260712,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-BE7A8D7450AB
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260712-OPT3,CASE-DEPT-DIAG-20260712,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-BE7A8D7450AB
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260713-OPT1,CASE-DEPT-DIAG-20260713,Supporting,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-E295DFBEE820
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260713-OPT2,CASE-DEPT-DIAG-20260713,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-E295DFBEE820
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260713-OPT3,CASE-DEPT-DIAG-20260713,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-E295DFBEE820
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260714-OPT1,CASE-DEPT-DIAG-20260714,Supporting,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-F804456C0AC3
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260714-OPT2,CASE-DEPT-DIAG-20260714,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-F804456C0AC3
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260714-OPT3,CASE-DEPT-DIAG-20260714,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-F804456C0AC3
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260715-OPT1,CASE-DEPT-DIAG-20260715,Supporting,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-FA01BEC3B6C7
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260715-OPT2,CASE-DEPT-DIAG-20260715,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-FA01BEC3B6C7
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260715-OPT3,CASE-DEPT-DIAG-20260715,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-FA01BEC3B6C7
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260716-OPT1,CASE-DEPT-DIAG-20260716,Supporting,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-73C56A0682E6
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260716-OPT2,CASE-DEPT-DIAG-20260716,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-73C56A0682E6
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260716-OPT3,CASE-DEPT-DIAG-20260716,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-73C56A0682E6
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260717-OPT1,CASE-DEPT-DIAG-20260717,Supporting,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-96A18081516D
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260717-OPT2,CASE-DEPT-DIAG-20260717,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-96A18081516D
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260717-OPT3,CASE-DEPT-DIAG-20260717,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-96A18081516D
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260718-OPT1,CASE-DEPT-DIAG-20260718,Supporting,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-56AF1A51C255
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260718-OPT2,CASE-DEPT-DIAG-20260718,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-56AF1A51C255
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260718-OPT3,CASE-DEPT-DIAG-20260718,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-56AF1A51C255
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260719-OPT1,CASE-DEPT-DIAG-20260719,Supporting,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-63F0AD80673E
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260719-OPT2,CASE-DEPT-DIAG-20260719,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-63F0AD80673E
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260719-OPT3,CASE-DEPT-DIAG-20260719,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-63F0AD80673E
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260721-OPT1,CASE-DEPT-DIAG-20260721,Supporting,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-AE0F095D350F
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260721-OPT2,CASE-DEPT-DIAG-20260721,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-AE0F095D350F
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260721-OPT3,CASE-DEPT-DIAG-20260721,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-AE0F095D350F
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260722-OPT1,CASE-DEPT-DIAG-20260722,Supporting,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-E52FAE49E12B
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260722-OPT2,CASE-DEPT-DIAG-20260722,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-E52FAE49E12B
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260722-OPT3,CASE-DEPT-DIAG-20260722,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-E52FAE49E12B
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260724-OPT1,CASE-DEPT-DIAG-20260724,Supporting,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-5A7A3F2E2372
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260724-OPT2,CASE-DEPT-DIAG-20260724,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-5A7A3F2E2372
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260724-OPT3,CASE-DEPT-DIAG-20260724,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-5A7A3F2E2372
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260726-OPT1,CASE-DEPT-DIAG-20260726,Supporting,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-1C5AFB26D08A
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260726-OPT2,CASE-DEPT-DIAG-20260726,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-1C5AFB26D08A
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260726-OPT3,CASE-DEPT-DIAG-20260726,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-1C5AFB26D08A
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260729-OPT1,CASE-DEPT-DIAG-20260729,Supporting,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-488BCA3A1563
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260729-OPT2,CASE-DEPT-DIAG-20260729,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-488BCA3A1563
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260729-OPT3,CASE-DEPT-DIAG-20260729,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-488BCA3A1563
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260730-OPT1,CASE-DEPT-DIAG-20260730,Supporting,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-333F129ABD2E
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260730-OPT2,CASE-DEPT-DIAG-20260730,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-333F129ABD2E
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260730-OPT3,CASE-DEPT-DIAG-20260730,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-333F129ABD2E
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260731-OPT1,CASE-DEPT-DIAG-20260731,Supporting,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-B3934AE8070E
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260731-OPT2,CASE-DEPT-DIAG-20260731,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-B3934AE8070E
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,REC-CASE-DEPT-DIAG-20260731-OPT3,CASE-DEPT-DIAG-20260731,Alternative,Valid after Minor Revision,Eligible,,"Were there known patient-flow disruptions, triage bottlenecks, or unusual demand surges during this period?",True,True,Minor,False,DEP-EP-B3934AE8070E
PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,REC-CASE-DEPT-DIAG-20260107-OPT1,CASE-DEPT-DIAG-20260107,Representative,Valid with Conditions,Eligible,,"Were complaint-recording practices changed, or was there a known service event that may have generated multiple complaints?",False,False,Minor,True,DEP-EP-1ADB319450E5
PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,REC-CASE-DEPT-DIAG-20260107-OPT2,CASE-DEPT-DIAG-20260107,Alternative,Valid with Conditions,Eligible,,"Were complaint-recording practices changed, or was there a known service event that may have generated multiple complaints?",False,False,Minor,True,DEP-EP-1ADB319450E5
PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,REC-CASE-DEPT-DIAG-20260107-OPT3,CASE-DEPT-DIAG-20260107,Alternative,Valid with Conditions,Eligible,,"Were complaint-recording practices changed, or was there a known service event that may have generated multiple complaints?",False,False,Minor,True,DEP-EP-1ADB319450E5
PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,REC-CASE-DEPT-DIAG-20260116-OPT1,CASE-DEPT-DIAG-20260116,Representative,Valid with Conditions,Eligible,,"Were complaint-recording practices changed, or was there a known service event that may have generated multiple complaints?",False,False,Minor,True,DEP-EP-15163F4686FD
PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,REC-CASE-DEPT-DIAG-20260116-OPT2,CASE-DEPT-DIAG-20260116,Alternative,Valid with Conditions,Eligible,,"Were complaint-recording practices changed, or was there a known service event that may have generated multiple complaints?",False,False,Minor,True,DEP-EP-15163F4686FD
