approval_package_id,episode_id,hospital_id,department_id,department_name,episode_start_date,episode_end_date,dominant_kpi_id,dominant_kpi_name,maximum_priority_tier,recommendation_type,proposed_management_action,scenario_review_required,scenario_review_priority,scenario_review_reason,scenario_review_scope,scenario_engine_status,provisional_threshold_flag,provisional_kpi_list,contradiction_severity,financial_review_required
PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,HOSP-001,DEPT-DIAG,Diagnostics,2026-05-28,2026-05-29,kpi_005,Patient Complaint Rate,Elevated,Immediate Stabilisation,"Validate the complaint count, denominator, and recording practices for Diagnostics during the reporting period. Review whether a specific service event, process failure, or communication issue generated multiple complaints. Do not assume a systemic service deterioration until validated.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,True,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,HOSP-001,DEPT-DIAG,Diagnostics,2026-06-29,2026-07-01,kpi_005,Patient Complaint Rate,"Elevated, High",Immediate Stabilisation,"Validate the complaint count, denominator, and recording practices for Diagnostics during the reporting period. Review whether a specific service event, process failure, or communication issue generated multiple complaints. Do not assume a systemic service deterioration until validated.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,True,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,HOSP-001,DEPT-DIAG,Diagnostics,2026-08-17,2026-08-17,kpi_005,Patient Complaint Rate,Elevated,Immediate Stabilisation,"Validate the complaint count, denominator, and recording practices for Diagnostics during the reporting period. Review whether a specific service event, process failure, or communication issue generated multiple complaints. Do not assume a systemic service deterioration until validated.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,True,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,HOSP-001,DEPT-DIAG,Diagnostics,2026-08-30,2026-08-30,kpi_005,Patient Complaint Rate,Elevated,Immediate Stabilisation,"Validate the complaint count, denominator, and recording practices for Diagnostics during the reporting period. Review whether a specific service event, process failure, or communication issue generated multiple complaints. Do not assume a systemic service deterioration until validated.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,True,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,HOSP-001,DEPT-DIAG,Diagnostics,2026-09-04,2026-09-05,kpi_005,Patient Complaint Rate,"Elevated, High",Immediate Stabilisation,"Validate the complaint count, denominator, and recording practices for Diagnostics during the reporting period. Review whether a specific service event, process failure, or communication issue generated multiple complaints. Do not assume a systemic service deterioration until validated.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,True,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,HOSP-001,DEPT-DIAG,Diagnostics,2026-09-11,2026-09-13,kpi_005,Patient Complaint Rate,"Elevated, High",Immediate Stabilisation,"Validate the complaint count, denominator, and recording practices for Diagnostics during the reporting period. Review whether a specific service event, process failure, or communication issue generated multiple complaints. Do not assume a systemic service deterioration until validated.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,True,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,HOSP-001,DEPT-DIAG,Diagnostics,2026-09-23,2026-09-23,kpi_005,Patient Complaint Rate,Elevated,Immediate Stabilisation,"Validate the complaint count, denominator, and recording practices for Diagnostics during the reporting period. Review whether a specific service event, process failure, or communication issue generated multiple complaints. Do not assume a systemic service deterioration until validated.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,True,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,HOSP-001,DEPT-DIAG,Diagnostics,2026-10-03,2026-10-04,kpi_005,Patient Complaint Rate,Elevated,Immediate Stabilisation,"Validate the complaint count, denominator, and recording practices for Diagnostics during the reporting period. Review whether a specific service event, process failure, or communication issue generated multiple complaints. Do not assume a systemic service deterioration until validated.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,True,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,HOSP-001,DEPT-DIAG,Diagnostics,2026-10-09,2026-10-09,kpi_005,Patient Complaint Rate,High,Immediate Stabilisation,"Validate the complaint count, denominator, and recording practices for Diagnostics during the reporting period. Review whether a specific service event, process failure, or communication issue generated multiple complaints. Do not assume a systemic service deterioration until validated.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,True,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,HOSP-001,DEPT-DIAG,Diagnostics,2026-10-14,2026-10-18,kpi_005,Patient Complaint Rate,"Elevated, High",Immediate Stabilisation,"Validate the complaint count, denominator, and recording practices for Diagnostics during the reporting period. Review whether a specific service event, process failure, or communication issue generated multiple complaints. Do not assume a systemic service deterioration until validated.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,True,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,HOSP-001,DEPT-DIAG,Diagnostics,2026-10-26,2026-10-28,kpi_005,Patient Complaint Rate,Elevated,Immediate Stabilisation,"Validate the complaint count, denominator, and recording practices for Diagnostics during the reporting period. Review whether a specific service event, process failure, or communication issue generated multiple complaints. Do not assume a systemic service deterioration until validated.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,True,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,HOSP-001,DEPT-DIAG,Diagnostics,2026-11-02,2026-11-06,kpi_005,Patient Complaint Rate,"Elevated, High",Immediate Stabilisation,"Validate the complaint count, denominator, and recording practices for Diagnostics during the reporting period. Review whether a specific service event, process failure, or communication issue generated multiple complaints. Do not assume a systemic service deterioration until validated.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,True,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,HOSP-001,DEPT-DIAG,Diagnostics,2026-11-19,2026-11-21,kpi_005,Patient Complaint Rate,Elevated,Immediate Stabilisation,"Validate the complaint count, denominator, and recording practices for Diagnostics during the reporting period. Review whether a specific service event, process failure, or communication issue generated multiple complaints. Do not assume a systemic service deterioration until validated.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,True,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,HOSP-001,DEPT-DIAG,Diagnostics,2026-11-25,2026-11-25,kpi_005,Patient Complaint Rate,Elevated,Immediate Stabilisation,"Validate the complaint count, denominator, and recording practices for Diagnostics during the reporting period. Review whether a specific service event, process failure, or communication issue generated multiple complaints. Do not assume a systemic service deterioration until validated.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,True,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,HOSP-001,DEPT-DIAG,Diagnostics,2026-12-05,2026-12-05,kpi_005,Patient Complaint Rate,Elevated,Immediate Stabilisation,"Validate the complaint count, denominator, and recording practices for Diagnostics during the reporting period. Review whether a specific service event, process failure, or communication issue generated multiple complaints. Do not assume a systemic service deterioration until validated.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,True,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,HOSP-001,DEPT-DIAG,Diagnostics,2026-12-09,2026-12-15,kpi_005,Patient Complaint Rate,"Elevated, High",Immediate Stabilisation,"Validate the complaint count, denominator, and recording practices for Diagnostics during the reporting period. Review whether a specific service event, process failure, or communication issue generated multiple complaints. Do not assume a systemic service deterioration until validated.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,True,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,HOSP-001,DEPT-DIAG,Diagnostics,2026-12-19,2026-12-28,kpi_005,Patient Complaint Rate,"Elevated, High",Immediate Stabilisation,"Validate the complaint count, denominator, and recording practices for Diagnostics during the reporting period. Review whether a specific service event, process failure, or communication issue generated multiple complaints. Do not assume a systemic service deterioration until validated.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,True,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,HOSP-001,DEPT-DIAG,Diagnostics,2026-01-26,2026-01-26,kpi_006,Patient Satisfaction Score,High,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Diagnostics during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,kpi_005,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,HOSP-001,DEPT-DIAG,Diagnostics,2026-02-18,2026-02-18,kpi_006,Patient Satisfaction Score,Elevated,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Diagnostics during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,HOSP-001,DEPT-DIAG,Diagnostics,2026-02-24,2026-02-24,kpi_006,Patient Satisfaction Score,High,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Diagnostics during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,HOSP-001,DEPT-DIAG,Diagnostics,2026-03-19,2026-03-21,kpi_006,Patient Satisfaction Score,Critical,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Diagnostics during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,kpi_005,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,HOSP-001,DEPT-DIAG,Diagnostics,2026-03-31,2026-04-03,kpi_006,Patient Satisfaction Score,"Critical, High",Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Diagnostics during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,kpi_005,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,HOSP-001,DEPT-DIAG,Diagnostics,2026-04-16,2026-04-16,kpi_006,Patient Satisfaction Score,Critical,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Diagnostics during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,HOSP-001,DEPT-DIAG,Diagnostics,2026-04-25,2026-04-25,kpi_006,Patient Satisfaction Score,High,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Diagnostics during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,HOSP-001,DEPT-DIAG,Diagnostics,2026-05-04,2026-05-04,kpi_006,Patient Satisfaction Score,High,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Diagnostics during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,HOSP-001,DEPT-DIAG,Diagnostics,2026-05-23,2026-05-23,kpi_006,Patient Satisfaction Score,Elevated,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Diagnostics during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,HOSP-001,DEPT-DIAG,Diagnostics,2026-06-11,2026-06-12,kpi_006,Patient Satisfaction Score,"Critical, High",Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Diagnostics during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,kpi_005,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,HOSP-001,DEPT-DIAG,Diagnostics,2026-07-02,2026-07-05,kpi_006,Patient Satisfaction Score,High,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Diagnostics during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,kpi_005,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,HOSP-001,DEPT-DIAG,Diagnostics,2026-07-28,2026-07-28,kpi_006,Patient Satisfaction Score,High,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Diagnostics during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,HOSP-001,DEPT-DIAG,Diagnostics,2026-08-13,2026-08-13,kpi_006,Patient Satisfaction Score,Elevated,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Diagnostics during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,HOSP-001,DEPT-DIAG,Diagnostics,2026-08-28,2026-08-28,kpi_006,Patient Satisfaction Score,High,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Diagnostics during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,kpi_005,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,HOSP-001,DEPT-DIAG,Diagnostics,2026-09-02,2026-09-02,kpi_006,Patient Satisfaction Score,High,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Diagnostics during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,HOSP-001,DEPT-DIAG,Diagnostics,2026-09-20,2026-09-20,kpi_006,Patient Satisfaction Score,High,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Diagnostics during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,HOSP-001,DEPT-DIAG,Diagnostics,2026-09-25,2026-09-25,kpi_006,Patient Satisfaction Score,High,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Diagnostics during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,HOSP-001,DEPT-DIAG,Diagnostics,2026-10-07,2026-10-11,kpi_006,Patient Satisfaction Score,"Elevated, High",Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Diagnostics during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,kpi_005,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,HOSP-001,DEPT-DIAG,Diagnostics,2026-10-25,2026-10-25,kpi_006,Patient Satisfaction Score,Elevated,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Diagnostics during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,HOSP-001,DEPT-DIAG,Diagnostics,2026-11-14,2026-11-16,kpi_006,Patient Satisfaction Score,"Elevated, High",Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Diagnostics during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,kpi_005,Minor,False
PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,HOSP-001,DEPT-DIAG,Diagnostics,2026-12-06,2026-12-06,kpi_006,Patient Satisfaction Score,Elevated,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Diagnostics during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,,Minor,False
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,EP-HOSP-001-DEPT-ED-kpi_001-20260107,HOSP-001,DEPT-ED,Emergency Department,2026-01-07,2026-01-08,kpi_001,Staffing Level,Critical,Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Emergency Department. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,,Material,True
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,EP-HOSP-001-DEPT-ED-kpi_001-20260201,HOSP-001,DEPT-ED,Emergency Department,2026-02-01,2026-02-01,kpi_001,Staffing Level,High,Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Emergency Department. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,kpi_005,Material,True
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,EP-HOSP-001-DEPT-ED-kpi_001-20260211,HOSP-001,DEPT-ED,Emergency Department,2026-02-11,2026-02-11,kpi_001,Staffing Level,High,Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Emergency Department. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,kpi_005,Material,True
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,EP-HOSP-001-DEPT-ED-kpi_001-20260303,HOSP-001,DEPT-ED,Emergency Department,2026-03-03,2026-03-03,kpi_001,Staffing Level,High,Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Emergency Department. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,,Material,True
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,EP-HOSP-001-DEPT-ED-kpi_001-20260319,HOSP-001,DEPT-ED,Emergency Department,2026-03-19,2026-03-19,kpi_001,Staffing Level,Critical,Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Emergency Department. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,,Material,True
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,EP-HOSP-001-DEPT-ED-kpi_001-20260402,HOSP-001,DEPT-ED,Emergency Department,2026-04-02,2026-04-02,kpi_001,Staffing Level,High,Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Emergency Department. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,,Material,True
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,EP-HOSP-001-DEPT-ED-kpi_001-20260502,HOSP-001,DEPT-ED,Emergency Department,2026-05-02,2026-05-05,kpi_001,Staffing Level,"Critical, High",Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Emergency Department. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,kpi_005,Material,True
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,EP-HOSP-001-DEPT-ED-kpi_001-20260509,HOSP-001,DEPT-ED,Emergency Department,2026-05-09,2026-05-09,kpi_001,Staffing Level,High,Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Emergency Department. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,,Material,True
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,EP-HOSP-001-DEPT-ED-kpi_001-20260522,HOSP-001,DEPT-ED,Emergency Department,2026-05-22,2026-05-22,kpi_001,Staffing Level,High,Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Emergency Department. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,,Material,True
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,EP-HOSP-001-DEPT-ED-kpi_001-20260531,HOSP-001,DEPT-ED,Emergency Department,2026-05-31,2026-05-31,kpi_001,Staffing Level,High,Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Emergency Department. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,,Material,True
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,EP-HOSP-001-DEPT-ED-kpi_001-20260604,HOSP-001,DEPT-ED,Emergency Department,2026-06-04,2026-06-05,kpi_001,Staffing Level,Critical,Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Emergency Department. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,kpi_005,Material,True
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,EP-HOSP-001-DEPT-ED-kpi_001-20260624,HOSP-001,DEPT-ED,Emergency Department,2026-06-24,2026-06-24,kpi_001,Staffing Level,High,Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Emergency Department. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,kpi_005,Material,True
